Name,cF17,cF3,cF29,cF36,cF8,cF41,cF38,cF19,cF31,cF14,cF27,cF4,cF22,cF40,cF9,cF33,cF16,cF2,cF26,cF11,cF20,cF5,cF30,cF15,cF39,cF7,cF13,cF34,cF18,cF10,cF28,cF21,cF44,cF12,cF35,cF24,cF6
Feature 01632,1029448.746,15808813.34,5219575.714,19731257,975326.0417,19177265.77,23899748.59,1174020.831,22337313.44,10991701.79,9098908.141,9277007.211,105038913.8,123064233.7,1513969.321,10889663.81,5724883.97,45969350.91,3202753.849,14658558.12,22428625.01,2328621.698,986076.3468,293464.2027,4969968.768,31625390.23,1890874.335,6100671.455,41483347.78,35206167.6,3025950.231,160635388,115962323.6,2173261.364,49336252.99,6100758.844,166294790.1
Feature 01635,30732.07176,3116657.626,132484.2973,279148.1576,82222.56367,639198.2317,83125658.77,3593643.203,58966383.44,31265110.95,28973307.11,2273545.693,305741332.4,2989107.177,454454.6549,28930138.48,20009091.05,122591106.7,8402332.339,41344131.35,71283270.56,7973368.151,31949.15605,17288.41802,17876569.65,3651142.243,6206170.762,24570143.08,852866.767,724950.4356,11345215.4,490572953.1,339565825.1,5952440.961,944045.2963,154828.02,532773626.4
Feature 01637,7632233.436,144037452.1,62465614.98,197807214.9,6538628.654,177064836.3,218368244,8673834.856,176920038.6,204706186.5,83568514.45,769878.5427,1024427622,790023880.9,38480092.97,321942944.7,59571707.9,1142987440,250500434.1,260530768.3,349923288.5,35325915.11,8748541.528,13181203.68,88075146.62,1775174930,94097109.93,120481775.4,677138434.6,408762448.1,38221559.63,3316868759,3788174270,10114361.17,325116599.5,36033850.55,4190737601
Feature 01642,1131658.88,982545.3036,8370400.933,25155504.29,803103.1279,24228848.46,14707998.62,497729.5048,25631630.83,19878832.28,7301820.509,10471786.22,132800135.2,125859979.5,5703950.443,33928271.63,5015095.221,150496029.1,24759276.58,25122260.05,22403619.23,3217169.242,1005782.882,1154236.508,6026805.639,223246321.8,7391304.382,6920062.783,89524324.88,43301232.1,3027817.918,359261906.8,407280878.5,1686423.463,51974237.57,5291280.244,435779253.5
Feature 01644,6195219.995,47275001.17,22893818.42,205173938.6,11693484.41,177488053.9,160363148.5,8362712.057,396474018,120070298.5,50080281.74,138480432.3,1473461739,937653051.2,23542513.61,250853204.9,38662262.35,1102234982,119422026.2,188925371.5,102156883.9,26738860.38,1664067.474,4169971.853,23790863.55,536051027.1,18207398.73,35456245.04,596482389.4,221745982.1,32740867.81,1077546872,995288193.7,6577392.347,485483354.6,44328417.45,3432407672
Feature 01645,341474.7802,58958959.25,2382907.824,29821529.53,1934460.68,1153222952,3787002657,97928052.04,1555851135,715851800.8,637646557,80439538.49,9993114029,94455505.53,4447271.618,716535773.5,401255144.4,5836917706,336033443.5,18084419.34,1837758403,128603549.8,62412875.51,579197.0442,258131762.3,379718175.2,87243525.7,309698269.9,88852214.31,19480714.48,140538906.4,15879505448,7926091855,176116461.4,31024052.54,434668662.4,495469130.4
Feature 01647,6195219.995,47275001.17,22893818.42,205173938.6,11693484.41,177488053.9,160363148.5,8362712.057,396474018,120070298.5,51073954.05,138480432.3,1473461739,937653051.2,23542513.61,250853204.9,38662262.35,1102234982,119422026.2,188925371.5,102156883.9,26738860.38,1664067.474,4169971.853,23790863.55,536051027.1,18207398.73,35456245.04,596482389.4,221745982.1,32740867.81,1077546872,995288193.7,1821925.033,485483354.6,44328417.45,3432407672
Feature 01651,78887.39356,1169797.294,33499563.47,137809685.1,36357.24785,133391052.7,231621289.6,8678105.004,154805426.8,90816276.27,69568159.65,334985.9322,3654024.115,6200386.915,11969721.3,76205742.94,43610704.43,407407976.9,32952.41613,97525000.53,124115896.9,13792516.79,6028578.309,1729453.252,31985734.09,154295.0708,9282424.864,33704043.24,761669.8861,647441.0106,15282473.17,1356508119,739895045.9,20150949.98,11765650.7,1237791.697,1362266458
Feature 01653,1577479.528,1186091.266,8691295.906,25137029.14,1159686.037,24963011.54,73761120.93,2085495.821,36498979.56,17121845.82,14841484.42,4350259.041,147035015.9,171713662.3,1944629.774,9474885.897,9282896.882,81441630.38,6697294.316,16868694.66,30279833.82,3650718.604,1514413.798,313518.3084,8274259.77,45868969.79,2290888.513,8486026.537,51623791.73,45173352.56,3126540.237,309263662.9,203804292.8,4186233.803,84363418.28,9757605.378,228258228.6
Feature 01656,1417390.902,20366814.79,4590952.646,27268544.97,1449413.799,25556363.83,53289170.65,1841313.804,33057179.87,17421997.96,13018035.29,11274751.51,158806024,181460682.7,2282653.457,12676932.59,8345739.612,50933637.11,4869048.538,20670574.9,33570849.68,4031037.774,1756641.134,454397.7313,10001652.26,36723333.59,3060356.352,11702301.26,56973668.79,54276368.9,4920310.721,199144356.2,128216254.2,3751001.58,74035321.3,8963388.776,248962834.9
Feature 01657,196480.5005,3589006.822,884510.3453,3070417.938,149567.8252,3304279.324,9356511.882,263321.6509,4759131.246,2171251.032,1829364.672,1446131.866,19475067.91,22746162.84,228791.3849,1095761.598,1227056.445,9264412.851,247562.8353,1998819.064,3822774.23,438772.988,201082.462,38736.48638,966278.8182,5745730.288,290792.1945,1013291.196,5752411.975,5562714.533,388990.3627,36216000.12,22452717.99,577839.3969,10581368.56,1269777.426,30823714.32
Feature 01659,1418091.866,20423739.06,4606672.476,27290822.12,1449364.303,25584168.24,53098407.69,1836686.36,33060950.49,17426804.21,13036521.7,11314993.89,159123327.8,181972253.6,2269627.727,12722727.65,8385486.439,50736258.19,4895087.883,20781466.56,33748338.23,4057200.863,1772935.595,459234.4757,10114336.28,36664420.33,3103929.386,11872513.78,56774540.59,55140256.7,4995901.701,199092386.2,128262616.3,3739393.943,73907112.94,8957300.621,248848880.1
Feature 01660,1629745.634,160122161.4,5733881.879,24058936.57,401030.3722,32251482.35,92222099.61,6557347.203,25096068.21,56748944.88,52351966.59,237769615.2,63652627.37,72393513.95,994352.7946,10736794.97,33320605.97,31493900.88,4065609.941,20945100.25,111392867.6,2969322.931,4316657.9,386291.6167,30348099.23,832932932.8,2597210.783,36399791.63,19916438.49,23842576.32,6151495.717,724058847.8,456441762.7,11164941.3,25874732.22,13276383.56,498397060.8
Feature 01662,1107464.879,1711278.483,5913547.971,20370818.04,859050.2656,22475837.76,32035125.41,1534382.184,31563182.75,11228457.7,12472390.7,10295581.58,112495456.1,150002426.5,1489046.432,12088657.99,7441057.319,45684305.23,3870861.168,12970249.92,27593879.26,2128398.753,1439825.272,346566.0547,6485961.806,21190705.27,2188720.428,8341752.598,37063483.48,49521698.41,3870567.175,124512059.9,81167481.45,3427094.491,66333055.97,8006862.92,204639212.7
Feature 01665,3805504.32,65730537.24,22740374.44,117247264.1,5713822.83,90772574.82,122304456.7,6213399.635,70442468.93,86478837.39,18904467.88,65102692.05,565864785.7,628035039.2,11484346.22,96315778.38,31437779.85,164427612.7,42503025.41,84711568.84,81856465.09,3808891.405,2750140.367,2379843.586,37744361.21,168382013.2,9672806.377,52771931.1,265102612.6,180484591.4,18338912.33,423640202.5,258722468.9,6728773.742,275232279.8,26181102.84,1508802148
Feature 01666,12038960.48,215820147.1,66853781.08,374339537.2,18019750.81,267633123.2,134119967.9,8638479.583,209510678.8,418372108.5,50275816.62,194006798.3,1611921859,1778472331,43570049.49,271667069.3,28926144.64,571070957.1,114591980.6,220233814.2,146566683.1,28744622.61,7293784.166,5711915.277,29347335.72,726190780.7,19862762.89,44348768.06,953584944.1,372892048.7,37198469.98,3043403362,1754518594,24420752.79,837696429.6,80149793.64,4517787656
"Feature 01667(Heptane, 2,3,6-trimethyl-)",227536.4067,6793058.271,1464910.744,12708995.65,636797.7479,6376386.456,398709695,16732501.21,208353813.4,56451460.23,40997951.64,4284212.279,52643419,50860677.92,1832383.231,122239.4241,17442922.89,39269092.76,4178732.111,2123593.121,302216.9319,7956481.144,163619.4655,290416.6951,277654.6677,36801501.49,500393.1894,908652.7538,37532976.53,14068628.27,1261599.518,2487552716,1313101571,33906101.29,19717110.76,1491795.201,179660337.9
Feature 01668,17572509.91,313179289.7,90463516.6,318023462.6,12932974.68,314696672.4,434626508.2,20948631.67,465924821.7,155362024.8,53598531.16,139208027.8,1637898688,1809899317,26995168.37,138744923.8,76313383.22,2156437635,76314116.27,162973484.5,292368054.9,16369069.97,15795072.44,3676765.268,42408106.5,577589401.9,20001868.9,67120031.49,622726999.1,439963418.6,33025122.42,5768669154,3652963567,54778391.77,1045842245,121821589.8,2762915485
Feature 01669,72337124.45,1201923700,391911667.3,1328967107,58000494.37,1386221698,2511477239,107298168.4,1897390449,813223948.5,730034713.9,633769628.8,7974815395,9266836007,112378599.3,725112381.1,438597729.2,3312294999,229091355.1,876148146.7,1486901710,145357704.5,71161168.31,18761466.45,318271578.1,2006733529,110588180.3,385410920.6,2673649238,2373031432,191057241.6,9048419993,5757907607,226177933.7,4465077357,506433513,13607940460
Feature 01670,830504.8356,11998388.12,4769320.419,1144257.951,637087.0228,13252794.78,2565961.153,1202872.089,20716815.8,8659412.702,937710.4431,6975646.189,81169027.91,90119863.82,193787.3547,8669502.515,5354077.221,39989722.06,5687791.267,7025709.302,15343748.41,727364.8111,47255.45958,49011.83285,2161721.399,15732161.02,1909836.638,3245225.179,32637627.04,21010302,90692.7051,55843997.67,54902025.89,2467141.446,50526889.43,5585984.183,160064401.8
Feature 01671,77601924.12,1292606326,409673876.9,1438197946,60474782.31,1445659534,2551090970,108281159.2,1963638097,844965540.3,761430451.7,690800254.3,8408825904,9816953443,111937523.8,773788332.3,469113675.4,3279366814,248729714.5,956523151.1,1607275991,158676544.7,78946362.67,21085266.28,361490734.4,2021686338,128942330.3,448386018.2,2696478410,2769589933,225390848.4,9153280503,5841317730,227834130.2,4543360898,538589784.4,14196510424
Feature 01672,625698.7657,48925344.5,41719123.13,298949870.3,1386594.361,266124487.8,327504004.7,14124639.31,548786237,202750715.1,118603933.6,14810742.26,2190391830,2448260475,13548942.22,330731831.5,89881523.78,846232769.2,160295811.8,343218825.3,284246546.9,50917934.24,1414981.736,8808268.78,96792836.91,4319540.122,51927537.36,145766994.7,618047356,825085773.3,96113368.18,1682249018,1307775092,2345184.169,663074467,6983812.176,4153479304
Feature 01673,2866604.716,2728428.009,15284241.92,52996655.38,30691.90109,56979245.68,78440617.85,3349101.508,54999485.87,29751956.09,28133859.67,2194164.426,331152919.8,377509980.5,4380280.132,24864294.94,19441569.2,111884534.5,9591564.833,40654558.82,69856108.82,7614967.815,3624624.428,1087737.984,18587531.05,3237615.821,6246440.095,25268640.37,89502076.84,136876597.1,11712967.7,456304431,308707155,5665133.83,158571342.9,20014783.86,517507372.4
Feature 01677,11929912.37,0,70330192.67,319137368,42135.33782,124254171.3,660664.4626,549977.8399,120290735.4,2947609.311,4261803.203,0,597581941.5,5530486.371,74707737.57,117932123.6,1253.457377,450428619.6,428311.5941,120247179,17033973.92,8709629.629,3266864.668,3044383.557,919321.3671,0,8345045.713,1249907.523,709869946.9,436806.4606,16071100.54,0,231316872.3,31835083.58,596962653.2,58640213.85,2099530083
Feature 01678,2744872.35,224393748.4,16952495.01,57706971.99,2493756.676,48457705.46,151898694.8,4146352.774,61054365.5,32112600.26,27632489.5,118083171.9,1352572358,1488251583,6291779.975,37072739.59,20703159.76,219877480.5,12022646.36,47826660.08,56761539.42,6800378.427,4086923.361,1140409.089,14737833.82,114417579,5245700.965,16063487.21,98824563.31,123344381.5,10056330.79,691814909.6,428761166.4,7498272.875,157656865,18297630.34,330689484.6
Feature 01686,2314602.181,145982381.8,31204636.71,73227765.37,1545345.627,23311279.14,455829525.2,33600964.18,442930782.3,266721717.1,247548712.5,42142323.64,1349678789,1175621510,17613008.66,259827208.2,165835973.5,833504162.1,96722879.85,181623509,420693427,52904613.37,16483808.08,3288135.067,126780021.2,416862928.7,48587928.86,158053684.9,117804390.1,723525111.2,75836153.88,2270100194,1416226050,33797508.19,147465409,13339097.97,2795198508
Feature 01688,100301.302,3598506.407,596531.161,1737869.998,88104.22732,1641837.127,1020668.414,54865.39444,1648906.305,781127.1575,775188.2421,1539632.294,8364024.578,10634056.95,171994.9551,1520225.202,545034.4592,1854430.243,401769.7783,749306.6998,745214.2843,99085.66593,114211.4811,31913.75964,224001.0743,5628186.635,64750.55508,153078.6876,3575991.082,3136351.903,92751.30148,3851926.807,6087519.29,159482.8727,13837520.31,1059263.661,4461794.548
Feature 01689,852191.6336,14155452.62,9126447.51,25729310.55,1018002.717,7179678.159,174322535.8,5808854.481,58164620.24,47499997.12,42863275.14,7260371.01,351627483.6,417133715.3,2196119.551,41460056.32,28081310.11,299246076.1,18790374.21,84282030.64,78662981.71,12143697.48,468546.5049,1967190.846,25528614.63,80158759.38,9158831.752,34320760.55,15873878.9,108508954.4,13964795.27,616022591.2,377213922.1,3447535.31,42428366.82,3138405.99,1311361050
Feature 01690,1663231.019,36386209.34,7733967.056,24725272.45,1401250.593,25796813.39,107727797.3,1633917.629,28948824.57,13216386.06,10658098.51,62162682.71,91575162.87,275860943,2363534.884,36847610.88,7033563.128,122647041.7,16846650.48,59749180.17,32398439.15,4229005.495,2338544.715,1648524.683,9186013.196,106508087.8,4021586.451,13839400.91,146164407.2,57107513.56,5686010.343,327285463,197683398.8,5446014.162,68357483.68,11508063.1,695936751.6
Feature 01692,18692983.11,44279740.31,109668923.2,386312264.6,16834216.01,350872205.6,644936700.2,22749635.44,417302265.1,184512851.2,162575186.8,32311391.71,1801898053,1987328973,33112989.78,202104512.2,104480711.3,891535991.3,71506091.23,229878445.2,289995229.1,38428416.25,21151194.26,5711858.408,80772679.14,104516028.3,27742898.9,97320867.62,702368683.7,608678208.2,54322982.79,2927581481,1874071301,47839204.71,1008289405,125921670.2,3963587062
Feature 01693,146435.8483,42176916.97,1646185.176,5891965.483,318546.7394,156535959.4,281434493.3,7994683.193,166625245.2,59377876.94,60998040.4,26912022.82,815662860.2,388149948.9,934466.4589,78295418.11,39551598.87,396230132.6,34632765.75,121683746.2,128651962.4,16988830.33,10203597.52,2730764.942,42239078.91,41203805.43,16486245.58,52650353.79,251754190.8,368973585.7,34217661.89,1174198474,723674413.1,20847403.86,9108960.02,59726818.44,1849140694
Feature 01694,18690968.18,328433717.9,109655243,386223852.5,16829707.55,350752728.6,645354655.9,22755295.91,417218580.8,184458527,162504475.6,159159719.9,1800848410,1985984851,33142544.42,201948618.6,104371489.2,892529888.8,71422788.38,229591484.1,289648362.9,38371970.72,21113357.04,5699501.03,80567494.84,233609220.5,27660533.19,97024443.11,702789164.4,606765497.8,54155816.37,2928838780,1874823500,47862924.61,1008537332,125938382.2,3963047634
Feature 01697,11688727.5,31954343.37,61536999.33,284004358.5,15666161.39,249482445.4,592218148.6,15434070.47,282766087.1,123823980.4,110227899.4,184926701.5,1737035488,2325044086,12598896.53,159865520.5,79360941.64,482006340.8,72677457.54,236088902.6,263051055.1,33217632.1,15465912.15,6174697.868,86505406.59,160776972.3,34854489.82,101400062.9,544226959.8,674889805.3,71427751.46,1858076451,1121696230,27706794.19,651632661.6,83953334.78,3677505704
Feature 01699,16429285.19,396847529.8,84869316.26,462779986,44356813.74,396226038.3,956047447.7,20910081.77,409194730.9,201716674.2,134035706,477206820.5,2783683913,4284901765,33570690.54,418483207.6,103149259.4,1314290865,206944310.6,434223142.5,291654236.1,54617925.1,19467777.43,11497741.16,112137924,1634823490,49139514.83,128749120,1508085094,998880593.1,124324571.6,2992788809,2279144804,35765854.49,1094207791,106812425.2,10401770384
Feature 01700,9627855.687,456655826.2,42121111.84,417379687.1,22000896.51,238296782.8,622286733,9143226.341,155093214,137097197.1,40216889.78,471150340.3,2554899076,2202603994,75626589.39,261288890.7,33398528.11,3262288861,98667200.87,244029203.5,52174145.22,27879805.83,2762551.49,3437528.642,25847498.68,2928677216,11702918.99,23328976.09,2234146305,141387915.2,22424013.28,4397653157,2959003227,15556349.88,950721441.5,80458680.24,10715018451
Feature 01701,440936.6428,14485564.72,4067477.06,11551066.42,461395.2546,7760363.687,21585287.77,1517288.688,10865929.62,11270593.59,10188369.32,466525.1886,69847634.9,69216174.66,1368548.512,7057405.159,6554687.113,58797092.02,3050002.007,13648639.11,16167969.7,2317938.255,389512.9403,97753.05806,3456541.411,27614409.41,1054391.559,3864837.445,14952695.51,15357363.09,1959603.349,158949917.1,115888194.8,1509310.625,24915011.17,2777296.083,268812486.4
Feature 01703,2289523.465,54801616.44,9537330.726,66112536.42,3924560.516,44050514.8,157411721.6,1667617.549,35543710.48,24618032.28,15164540.4,62988390.16,424048544,442800610.7,5441760.25,65104335.66,12833556.06,175481805.8,33867086.98,70403597.98,32923899.92,6406943.022,1752532.4,1462924.033,15890439.12,262982739.9,7572003.388,18864366.13,186237634.4,106611767.6,19489577.1,483143136.8,327621299,4165112.935,103490501,12943609.17,1522162270
Feature 01704,1824491.732,43993005.84,8830633.013,59789857.22,3188801.849,40409467.18,84487040.82,1857662.033,42047163.03,22440645.06,12599318.22,47354427.84,342728013.4,319839078.8,4835202.222,50905760.85,11940140.36,163427887.9,26779243.2,54655749.69,32947220.36,6591865.258,1710349.441,1343028.677,13613532.61,180372876.9,5899123.416,15559760.5,172840786.5,99134140.3,14706780.65,425149540,288324968.7,3232688.982,104736956.9,12060074.3,1283683490
Feature 01705,16013828.05,698327390.5,0,234287701.3,5616754.254,296565408.2,1836029461,26358271.21,325051382.2,137177665.8,129320406.6,134903097.8,2462653647,2744281199,15282631.41,118898226,105863210.8,875409698.2,168329829.8,305144271.6,297162289.9,13792074,19814283.52,12654366.88,42101219.23,909767417.7,14569537.49,59266284.5,1007782033,705670591.1,33793191.09,1078681562,175762895.3,33696896.72,604627698.1,105828503.1,5759756565
